Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count,sentiment_transformer
Swatantrata Sainik Samman,1712799722774089831,Fri Oct 13 11:57:30 +0000 2023,https://twitter.com/KnockingLive/status/1712799722774089831,Swatantrata Sainik Samman Yojana 2023: A Comprehensive Guide  https://t.co/qhDa7Q8kxA,[],0,0,0,0,in,[],[],[],1392367540752506881,Daily Bharat Sarkari Jankari,KnockingLive,3,0
Swatantrata Sainik Samman,1708404944930488640,Sun Oct 01 08:54:14 +0000 2023,https://twitter.com/ronnie_syncin27/status/1708404944930488640,"@benezerlhouvum @maxztouthang @narendramodi But as per MHA it's only 62 for Manipur state. Out of which only 4 from kuki community receiving Samman Pension under Swatantrata Sainik Samman Yojana (SSSY
ANNEXURE - 11 State-wise details of freedom fighters to whom central ... https://t.co/EY2tnxLYPO",[],32,0,0,0,en,[],[],"['benezerlhouvum', 'maxztouthang', 'narendramodi']",326176400,Technical,ronnie_syncin27,12,0
Swatantrata Sainik Samman,1692169894400565711,Thu Aug 17 13:41:56 +0000 2023,https://twitter.com/UCOBankOfficial/status/1692169894400565711,"Shri Ranjeet Singh, GM - Financial Inclusion and Government Business with Shri Amit Kumar Singh, ZM - Hoogly honored #FreedomFighters Pensioners and their dependents under Swatantrata Sainik Samman Yojana. #SSSY #Pension #Dependents #Freedom #UCOTUNRS80 #UCOBank Honours Your https://t.co/Npl3dYj49E","['FreedomFighters', 'SSSY', 'Pension', 'Dependents', 'Freedom', 'UCOTUNRS80', 'UCOBank']",2160,72,18,3,en,"['https://pbs.twimg.com/media/F3vLTCsaAAAKWhh.jpg', 'https://pbs.twimg.com/media/F3vLVPnaoAEIoZw.jpg']",[],[],950635666810929152,"Welcome to Official Twitter handle of UCO Bank. Founded in 1943,UCO Bank is a Commercial Bank and a Government of India Undertaking.",UCOBankOfficial,47777,2
Swatantrata Sainik Samman,1685267182765346817,Sat Jul 29 12:33:01 +0000 2023,https://twitter.com/State_Times/status/1685267182765346817,Swatantrata Sainik Samman Samroh organised in #Akhnoor https://t.co/tBZ9bNTL9e,['Akhnoor'],58,1,0,0,in,[],['https://video.twimg.com/ext_tw_video/1685265284679303168/pu/vid/480x270/XZozHQ7Z9WKWWUy1.mp4?tag=12'],[],466484786,State Times is the only media vehicle of J&K breaking language and geographical barriers.,State_Times,5319,0
Swatantrata Sainik Samman,1636352893207838720,Thu Mar 16 13:05:06 +0000 2023,https://twitter.com/JagriticPandit/status/1636352893207838720,"@HMOIndia  @AmitShah  @NisithPramanik   @PMOIndia  
Kindly share an update for File No. 133/210/2015-FF(EZ)(C.F. No. 3405915 ) Swatantrata Sainik Samman Yojana - Case of Ms. Manika Debnath, Kamakhyaguri, West Bengal",[],20,0,0,0,in,[],[],"['HMOIndia', 'AmitShah', 'NisithPramanik', 'PMOIndia']",1566414257217892352,No Description,JagriticPandit,0,0
Swatantrata Sainik Samman,1627583007635943425,Mon Feb 20 08:16:42 +0000 2023,https://twitter.com/santoshkchoudhu/status/1627583007635943425,Widowed/ divorced daughters of freedom fighters entitled to pension under Swatantrata Sainik Samman Pension Scheme: Delhi High Court  |  https://t.co/kXG676B9Fw,[],8,0,0,0,en,[],[],[],1144737600,No Description,santoshkchoudhu,7,0
Swatantrata Sainik Samman,1618836349779574792,Fri Jan 27 05:00:36 +0000 2023,https://twitter.com/ieDelhi/status/1618836349779574792,"#delhihighcourt 
Widowed or divorced daughters of freedom fighters entitled to pension under Swatantrata Sainik Samman Pension Scheme: Delhi HC
https://t.co/XQkRZtVHaW",['delhihighcourt'],57,0,0,0,en,[],[],[],938800345236439040,"The latest news and updates from New Delhi, Gurgaon, Noida by @indianexpress",ieDelhi,5959,0
Swatantrata Sainik Samman,1616802464229109761,Sat Jan 21 14:18:40 +0000 2023,https://twitter.com/imsukriti/status/1616802464229109761,"Widowed Or Divorced Daughters Of Freedom Fighters Entitled To Pension Under Swatantrata Sainik Samman Pension Scheme, 1980: Delhi HC https://t.co/HuV5u6N12B",[],12,0,1,0,en,[],[],[],87414159,"Director (Projects) @lawsikho
#Indian 🇮🇳 by Caste,Creed & Religion| Former CAO @livelawindia , COO @verdictum_in
Retweets 🚫 Endorsements",imsukriti,986,0
Swatantrata Sainik Samman,1616802422235746304,Sat Jan 21 14:18:30 +0000 2023,https://twitter.com/verdictum_in/status/1616802422235746304,"Widowed Or Divorced Daughters Of Freedom Fighters Entitled To Pension Under Swatantrata Sainik Samman Pension Scheme, 1980: Delhi HC https://t.co/mFJYjXGAio",[],51,0,0,0,en,[],[],[],1118564709421047808,"Follow us for the latest legal updates and comprehensive coverage of Supreme Court Judgments, without any registration or subscription",verdictum_in,4758,0
Swatantrata Sainik Samman Pension,1616802380120748033,Sat Jan 21 14:18:20 +0000 2023,https://twitter.com/RjunSpeaks/status/1616802380120748033,"Widowed Or Divorced Daughters Of Freedom Fighters Entitled To Pension Under Swatantrata Sainik Samman Pension Scheme, 1980: Delhi HC https://t.co/i9xjl6mX2r",[],1,0,0,0,en,[],[],[],1487423454512959490,"Lawyer, Columnist, Law, Politics",RjunSpeaks,9,0
Swatantrata Sainik Samman Pension,1616486361204416514,Fri Jan 20 17:22:36 +0000 2023,https://twitter.com/SiDManchikanti/status/1616486361204416514,Widowed/ divorced daughters of freedom fighters entitled to pension under Swatantrata Sainik Samman Pension Scheme: Delhi High Court,[],1017,4,2,0,en,[],[],[],2704571036,Content Writer | Columnist | Journalism | Movie & Political Analyst | Liberal Atheist | Focusing on conflict&strategic interests | Views=Purely personal,SiDManchikanti,8470,0
Swatantrata Sainik Samman Pension,1616486166899093504,Fri Jan 20 17:21:49 +0000 2023,https://twitter.com/barandbench/status/1616486166899093504,"Widowed/ divorced daughters of freedom fighters entitled to pension under Swatantrata Sainik Samman Pension Scheme: Delhi High Court

report by @prashantjha996 

https://t.co/OEgqfWGxmm",[],5011,22,4,1,en,[],[],['prashantjha996'],67577895,"Stay informed with the latest legal news, insightful analysis, significant judgments, and exclusive interviews with eminent figures in the legal realm.",barandbench,601970,0
Swatantrata Sainik Samman Pension,1577162953446813696,Tue Oct 04 05:05:25 +0000 2022,https://twitter.com/AhujaPavan255/status/1577162953446813696,"@narendramodi Respected Sir,Kindly consider passing the benefit of https://t.co/oHIRFKSguz 38/37/08-P&amp;PW((A) 02.09.2008 clause 5.7/8.4 Dept.of P&amp;PW to all country persons also who are currently getting Swatantrata Sainik Samman Pension or to their spouse in case of their demise https://t.co/9Q0yj1nJj3",[],0,0,0,0,en,['https://pbs.twimg.com/media/FeM0-cAaUAAlLCi.jpg'],[],['narendramodi'],731502279849836544,No Description,AhujaPavan255,6,0
Swatantrata Sainik Samman Pension,1515882831528214528,Mon Apr 18 02:40:05 +0000 2022,https://twitter.com/that1avinash/status/1515882831528214528,"4. Recapitalisation of Regional Rural Banks - 1361 cr
5. Swatantrata sainik samman pension scheme - 688 cr
6. PM Awas Yojna - 48k cr
7. AMRUT Policy + Jal Jeevan Mission - 67k cr
8. Swachh Bharat Mission - 9.4k cr",[],0,0,0,2,in,[],[],[],1506236215871168513,"Peace loving Indian.
Developer of things.",that1avinash,191,0
Swatantrata Sainik Samman Pension,1514522832348229633,Thu Apr 14 08:35:56 +0000 2022,https://twitter.com/balakrishnan98/status/1514522832348229633,The pension under Swatantrata Sainik Samman Pension Scheme of 1980 can be sanctioned as per the proof required under the scheme.,[],0,0,0,0,en,[],[],[],433606904,No Description,balakrishnan98,436,0
Swatantrata Sainik Samman Pension Scheme,1429433188686893057,Sun Aug 22 13:20:04 +0000 2021,https://twitter.com/the_hindu/status/1429433188686893057,"The Delhi High Court has reiterated that the widowed daughter of a late freedom fighter is entitled to the benefit of the Swatantrata Sainik Samman Pension Scheme as a dependent. | writes @RockySoibam  
https://t.co/Z0pWVyVSQV",[],0,60,6,1,en,[],[],['RockySoibam'],20751449,"News feeds from India's National Newspaper. 
(https://t.co/rduBB0fn6K)
Subscribe to The Hindu: https://t.co/IeYtjuNm9C",the_hindu,8203443,0
Swatantrata Sainik Samman Pension Scheme,1426279787094441984,Fri Aug 13 20:29:34 +0000 2021,https://twitter.com/LawBeatInd/status/1426279787094441984,"Dependent Widowed Daughter of Freedom Fighter Entitled to Swatantrata Sainik Samman Pension Scheme, says Delhi HC

https://t.co/xO4ebv39KG

#DelhiHighCourt https://t.co/Zru0tFenNV",['DelhiHighCourt'],0,8,0,0,en,['https://pbs.twimg.com/media/E8sp3N2VUAIu-xC.jpg'],[],[],1348597608499957760,"A one-stop, non-partisan gateway to the legal world, encompassing news, commentary & data - straight from Legal Corridors! You can reach us at info@lawbeat.in",LawBeatInd,77768,0
Swatantrata Sainik Samman Pension Scheme,1366364584769060864,Mon Mar 01 12:27:57 +0000 2021,https://twitter.com/latestlaws/status/1366364584769060864,"Supreme Court Expounds Swatantrata Sainik Samman Pension Can Be Sanctioned As Per Proof Required Under The Scheme And In No Other Manner. [Read Judgment]
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #SupremeCourt #pension 
https://t.co/FuS3QwQCyp","['Law', 'Latest', 'LatestLaws', 'LegalNews', 'India', 'IndianNews', 'News', 'Legal', 'SupremeCourt', 'pension']",0,0,0,0,en,[],[],[],2925918775,"India's Favourite Legal e-Magazine for Latest Legal News, Articles, Blogs, Case Analysis, Largest free Database of Bare Acts, Rules, Regulations & much more",latestlaws,18290,0
Swatantrata Sainik Samman Pension Scheme,1364185132702179335,Tue Feb 23 12:07:35 +0000 2021,https://twitter.com/LiveLawIndia/status/1364185132702179335,Swatantrata Sainik Samman Pension Can Be Sanctioned As Per Proof Required Under The Scheme And In No Other Manner: Supreme Court https://t.co/CtNXbL6FhL,[],0,26,5,0,en,[],[],[],1255161552,"Media/News
Fastest Legal News Reporter
#SupremeCourt #SupremeCourtOfIndia
Subscribe
https://t.co/QTPLu6MGfE",LiveLawIndia,728042,0
Swatantrata Sainik Samman Pension Scheme,1364185090784251910,Tue Feb 23 12:07:25 +0000 2021,https://twitter.com/answeringlaw/status/1364185090784251910,Swatantrata Sainik Samman Pension Can Be Sanctioned As Per Proof Required Under The Scheme And In No Other Manner: Supreme Court https://t.co/QkmGlk8hpW,[],0,1,0,0,en,[],[],[],75475601,"Founder @LiveLawIndia| Ex-Editorial Consultant-@LexisNexisIndia | Revising Author RatanLal Dhiraj Lal IPC. Personal, RTs r not endorsements",answeringlaw,10942,0
Swatantrata Sainik Samman Pension Scheme,1364185049134899206,Tue Feb 23 12:07:15 +0000 2021,https://twitter.com/imsukriti/status/1364185049134899206,Swatantrata Sainik Samman Pension Can Be Sanctioned As Per Proof Required Under The Scheme And In No Other Manner: Supreme Court https://t.co/saqdcpudUM,[],0,0,0,0,en,[],[],[],87414159,"Director (Projects) @lawsikho
#Indian 🇮🇳 by Caste,Creed & Religion| Former CAO @livelawindia , COO @verdictum_in
Retweets 🚫 Endorsements",imsukriti,986,0
Swatantrata Sainik Samman Pension Scheme,1294515768814497792,Sat Aug 15 06:06:24 +0000 2020,https://twitter.com/FactlyIndia/status/1294515768814497792,"As a token of respect for their contribution, the central government had launched a pension scheme ‘Swatantrata Sainik Samman Yojana (SSSY)’ in 1980. Here is all about the scheme. #IndependenceDayIndia2020 

https://t.co/Zmyq0u2JUk",['IndependenceDayIndia2020'],0,0,0,0,en,[],[],[],2913648054,"A well-known civic tech, fact checking, and public data research firm. Follow @factlylabs for our technology work. Check out our data product @dataful_factly",FactlyIndia,5149,0
Swatantrata Sainik Samman Pension Scheme,1268786788119822337,Fri Jun 05 06:08:37 +0000 2020,https://twitter.com/IndianScheme/status/1268786788119822337,"Freedom Fighters : Swatantrata Sainik Samman Pension Scheme Eligibility &amp; How to Apply
https://t.co/t5Uq83zMFU",[],0,0,0,0,en,[],[],[],1048955442993487872,No Description,IndianScheme,1905,0
Swatantrata Sainik Samman Pension Scheme,1227597556248698880,Wed Feb 12 14:17:19 +0000 2020,https://twitter.com/SCLaw10/status/1227597556248698880,"Swatantrata Sainik Samman Pension Scheme, 1980 – Section 7 – Rejection of the claim for pension – Participants of Goa Liberation Movement, Phase-II, the SSSP scheme was extended with the conditions that only those applicants shall… https://t.co/wbJjseLPn7 https://t.co/YB578JI9x3",[],0,0,0,0,en,['https://pbs.twimg.com/media/EQlNeMGXYAE_O9R.jpg'],[],[],861986472114610176,No Description,SCLaw10,84,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1781903831657533653,Sun Apr 21 04:32:34 +0000 2024,https://twitter.com/ShowmanMorie/status/1781903831657533653,DAY 11 OF SHOWMAN VOICE: SMOKING WEED AND BUYING NFTS https://t.co/aZ5SOFnOTy,[],579,13,2,2,en,[],['https://video.twimg.com/amplify_video/1781903640334139392/vid/avc1/480x270/KL9e6yiFYtDaWB6X.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1781847138143485985,Sun Apr 21 00:47:17 +0000 2024,https://twitter.com/ShowmanMorie/status/1781847138143485985,LIKE THIS POST IF YOU LOVE CIRCUS MUSIC ON SATURDAY NIGHTS https://t.co/2I8QwEfv36,[],390,23,2,2,en,['https://pbs.twimg.com/media/GLpkhBNWcAAvpcv.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1781668259428732997,Sat Apr 20 12:56:29 +0000 2024,https://twitter.com/ShowmanMorie/status/1781668259428732997,"GM CARNIES 🎩

I WANT TO PLAY A GAME https://t.co/MclhrcIc3j",[],354,19,1,7,en,['https://pbs.twimg.com/media/GLnB1rzXEAAEgN4.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1781494594053554305,Sat Apr 20 01:26:24 +0000 2024,https://twitter.com/ShowmanMorie/status/1781494594053554305,DAY 10 OF SHOWMAN VOICE: THE BITCOIN HALVING https://t.co/JojMyhI57q,[],824,20,5,0,en,[],['https://video.twimg.com/amplify_video/1781494492706566144/vid/avc1/480x270/mEVgqF11yFrL_1MS.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1781310524598186090,Fri Apr 19 13:14:58 +0000 2024,https://twitter.com/ShowmanMorie/status/1781310524598186090,"GM EVERYONE 🤡

NEVER GIVE UP ON YOUR DREAMS https://t.co/sLBOfkGj3l",[],418,13,1,2,en,['https://pbs.twimg.com/media/GLh8eu2XUAANZOJ.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1781120294301622657,Fri Apr 19 00:39:04 +0000 2024,https://twitter.com/ShowmanMorie/status/1781120294301622657,DAY 9 OF SHOWMAN VOICE: COMMUNITY TAKEOVER https://t.co/JX1OWQquMK,[],413,18,4,1,en,[],['https://video.twimg.com/amplify_video/1781120139192111104/vid/avc1/480x270/BrLCuEI039F5gp0p.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780916464263758173,Thu Apr 18 11:09:07 +0000 2024,https://twitter.com/ShowmanMorie/status/1780916464263758173,"GM WEB3 LEGENDS 

MANIFESTING AMAZING STUFF FOR EVERYONE https://t.co/u39YKmmZaw",[],430,18,1,6,en,['https://pbs.twimg.com/media/GLcWFd4XcAA1qJ_.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780755534037086471,Thu Apr 18 00:29:38 +0000 2024,https://twitter.com/ShowmanMorie/status/1780755534037086471,DAY 8 OF SHOWMAN VOICE: BIG BUSINESS CALLS WITH BEEPLE https://t.co/WNMDhcYfAt,[],756,16,4,1,en,[],['https://video.twimg.com/amplify_video/1780755442588606464/vid/avc1/480x270/2srDKcq8pRFvrT7C.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780564480323096717,Wed Apr 17 11:50:28 +0000 2024,https://twitter.com/ShowmanMorie/status/1780564480323096717,"GM EVERYONE 🎩

ON WEDNESDAYS WE WEAR PINK https://t.co/HYa2Xwi3i1",[],1033,39,6,25,en,['https://pbs.twimg.com/media/GLXV8NoXAAALXVJ.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780450698674463183,Wed Apr 17 04:18:20 +0000 2024,https://twitter.com/ShowmanMorie/status/1780450698674463183,THE ONLY INFLUENCER YOU PEOPLE NEED IS RIGHT HERE 🤡 https://t.co/lhLzxDWVXL,[],690,38,9,2,en,[],['https://video.twimg.com/amplify_video/1780450623504179200/vid/avc1/480x270/WPAKNeOPD8uBogPm.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780401802648707544,Wed Apr 17 01:04:02 +0000 2024,https://twitter.com/ShowmanMorie/status/1780401802648707544,DAY 7 OF SHOWMAN VOICE: RESTING BITCH FACE https://t.co/ul441xdF5n,[],394,10,4,0,en,[],['https://video.twimg.com/amplify_video/1780401505318715392/vid/avc1/480x270/0ZwZBcaT309CfYK6.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780222144980378048,Tue Apr 16 13:10:08 +0000 2024,https://twitter.com/ShowmanMorie/status/1780222144980378048,"GM EVERYONE ON EARTH 🌎

LIFE IS BETTER WITH GOOD PEOPLE LIKE YOU https://t.co/a0Rcdevw9H",[],684,27,2,8,en,['https://pbs.twimg.com/media/GLSemu3XEAEjocl.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1780058814101803452,Tue Apr 16 02:21:07 +0000 2024,https://twitter.com/ShowmanMorie/status/1780058814101803452,DAY 6 OF SHOWMAN VOICE: STAY OPTIMISTIC https://t.co/rW8A2kIp2L,[],483,20,8,2,en,[],['https://video.twimg.com/amplify_video/1780058723727069184/vid/avc1/480x270/IHmU7J8iGRxYePXM.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1779817530212712816,Mon Apr 15 10:22:21 +0000 2024,https://twitter.com/ShowmanMorie/status/1779817530212712816,"GM EVERYONE IT’S MONDAY ☕️

AND THIS COFFEE TASTES LIKE CRAP https://t.co/6SjBM6D7Qz",[],689,23,3,7,en,['https://pbs.twimg.com/media/GLMunBvXkAEeRkb.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1779652081927721242,Sun Apr 14 23:24:55 +0000 2024,https://twitter.com/ShowmanMorie/status/1779652081927721242,DAY 5 OF SHOWMAN VOICE: KEYS TO SUCCESS https://t.co/oCuWBW2CgF,[],380,11,3,0,en,[],['https://video.twimg.com/amplify_video/1779652007982223360/vid/avc1/480x270/xJ3MHbjuFI4S4AZV.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1779505417871048763,Sun Apr 14 13:42:07 +0000 2024,https://twitter.com/ShowmanMorie/status/1779505417871048763,"GM BEAUTIFUL BASTARDS 

I HOPE ALL YOUR DREAMS COME TRUE https://t.co/xUtuatHwmB",[],560,66,2,6,en,['https://pbs.twimg.com/media/GLISvsRW0AAwuYy.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1779321948868092080,Sun Apr 14 01:33:05 +0000 2024,https://twitter.com/ShowmanMorie/status/1779321948868092080,DAY 4 OF SHOWMAN VOICE: MAKE LOVE NOT WAR https://t.co/1mU85ZvV5U,[],692,19,4,4,en,[],['https://video.twimg.com/amplify_video/1779321854500515840/vid/avc1/480x270/1ioqKK3J8aTUFwlZ.mp4?tag=14'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1779179846729404817,Sat Apr 13 16:08:25 +0000 2024,https://twitter.com/ShowmanMorie/status/1779179846729404817,"GM HAPPY SATURDAY ☀️

LIFE IS SHORT, ENJOY THE RIDE https://t.co/A4NZUp5iev",[],1011,36,6,17,en,['https://pbs.twimg.com/media/GLDqo_xWcAApQLG.jpg'],[],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1779024164638036047,Sat Apr 13 05:49:48 +0000 2024,https://twitter.com/ShowmanMorie/status/1779024164638036047,COMING TO A COMMUNITY NEAR YOU 🔥 https://t.co/nfQ6DNQX9F,[],724,34,6,3,en,[],['https://video.twimg.com/amplify_video/1779024054055272448/vid/hevc/480x270/YyRIVDLtRX2SC7tS.mp4?tag=19'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,1778955807977021688,Sat Apr 13 01:18:10 +0000 2024,https://twitter.com/ShowmanMorie/status/1778955807977021688,DAY 3 OF SHOWMAN VOICE: MONEY DOES BUY HAPPINESS https://t.co/NaUbmbR2T5,[],569,19,6,1,en,[],['https://video.twimg.com/amplify_video/1778955722790674433/vid/hevc/480x270/zuGYecO6ag2k-CC_.mp4?tag=19'],[],1478504689012461571,WE ALL GONNA D̶I̶E̶ MAKE IT,ShowmanMorie,3198,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1782013014260027610,Sun Apr 21 11:46:25 +0000 2024,https://twitter.com/FuriousDShow/status/1782013014260027610,#NewProfilePic https://t.co/xJcN4OCagL,['NewProfilePic'],18,0,0,0,qme,['https://pbs.twimg.com/media/GLr7ZGCWwAAH4l9.jpg'],[],[],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1782012572536889815,Sun Apr 21 11:44:40 +0000 2024,https://twitter.com/FuriousDShow/status/1782012572536889815,Good morning. https://t.co/5YjS8PFxXL,[],11,1,0,0,en,[],[],[],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1781886857061540007,Sun Apr 21 03:25:07 +0000 2024,https://twitter.com/FuriousDShow/status/1781886857061540007,Goodnight. https://t.co/fIc0die3kL,[],27,1,0,0,en,[],[],[],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1781880027484676128,Sun Apr 21 02:57:58 +0000 2024,https://twitter.com/FuriousDShow/status/1781880027484676128,"Rick Moranis is a national treasure. 

https://t.co/K5I01hQBDL",[],27,0,0,0,en,[],[],[],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1781878932423270838,Sun Apr 21 02:53:37 +0000 2024,https://twitter.com/FuriousDShow/status/1781878932423270838,"Lionsgate CEO: “Wait a minute, those kids are alive!?! I thought we were releasing a film that was found after Blair from Facts of Life killed them!” https://t.co/oxMXF7tLxK",[],63,1,0,0,en,[],[],[],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,0
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1781870699356770318,Sun Apr 21 02:20:54 +0000 2024,https://twitter.com/FuriousDShow/status/1781870699356770318,"Still outlining the silly idea script, and still wondering why the story is coming together so well. https://t.co/XvurxBxxJm",[],24,1,0,0,en,[],[],[],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,2
Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for,1781870129208348918,Sun Apr 21 02:18:39 +0000 2024,https://twitter.com/FuriousDShow/status/1781870129208348918,"RT @FuriousDShow: Introduce yourself with:   
•One comic book   
•One film   
•One album  
•One TV show https://t.co/Xrj7zQnpMw",[],0,0,1,0,en,"['https://pbs.twimg.com/media/GLoWtEEXAAA141w.jpg', 'https://pbs.twimg.com/media/GLoWtEGW0AAuzrQ.jpg', 'https://pbs.twimg.com/media/GLoWtEBXAAAAj9d.jpg', 'https://pbs.twimg.com/media/GLoWtECW0AA5aGD.jpg']",[],['FuriousDShow'],103695258,"Writer of Kirby Baxter’s #geek #cozymysteries, the action packed Jake Mooney #thrillers from @FahrenheitPress, & the Official Sweetheart of the Internet.",FuriousDShow,1607,0
