Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1630589216307712000,Tue Feb 28 15:22:18 +0000 2023,https://twitter.com/EPSIIndia/status/1630589216307712000,"All India Council for Technical Education Notice for regarding AICTE Quality Improvement Programme Admission - 2023

@EduMinOfIndia
@AICTE_INDIA
@EPSIIndia
#EPSIIndia #EPSI #HigherEducation #education #higher #educational #AICTE https://t.co/GFt3BidOMP","['EPSIIndia', 'EPSI', 'HigherEducation', 'education', 'higher', 'educational', 'AICTE']",61,0,0,0,en,"['https://pbs.twimg.com/media/FqEEOO0aMAA5QB3.jpg', 'https://pbs.twimg.com/media/FqEEOO9akAE8v2m.jpg']",[],"['EduMinOfIndia', 'AICTE_INDIA', 'EPSIIndia']",3525592574,EPSI has assumed a catalytic role in promoting the growth and quality of education in India.,EPSIIndia,246
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1628402079193780226,Wed Feb 22 14:31:24 +0000 2023,https://twitter.com/dramitks/status/1628402079193780226,"Hon'ble Chairman  AICTE launched AICTE Quality Improvement Programme (QIP) Admission Portal for 2023 batch admission. Engg /Mgmt Faculty from AICTE-approved institutions may apply online for Ph.D. / MTech /ME in IISc, IITs, NITs, IIMs etc online on https://t.co/tHCrT6YSEt https://t.co/z6EM6j5bmE",[],150,5,0,0,en,"['https://pbs.twimg.com/media/Fpk-qljaAAEFlqb.jpg', 'https://pbs.twimg.com/media/Fpk-qlkaIAEFbMo.jpg', 'https://pbs.twimg.com/media/Fpk-qlgaMAAQ82A.jpg']",[],[],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1478975488030773250,Thu Jan 06 06:23:29 +0000 2022,https://twitter.com/AICTE_INDIA/status/1478975488030773250,"#AICTEdge

""Webinar on #AICTE Quality Initiatives""

Talk on ""Now Earn #NFTs on #Blockchain of #Happiness""

#LIVE on 6th January, 2022 from 3pm onwards at https://t.co/nDDTkIuQ4j

@PIBHRD @PIB_India https://t.co/oHSjCTC6Fz","['AICTEdge', 'AICTE', 'NFTs', 'Blockchain', 'Happiness', 'LIVE']",0,10,4,1,en,['https://pbs.twimg.com/media/FIZeAJ7VUAEZAF4.jpg'],[],"['PIBHRD', 'PIB_India']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1471361103762374658,Thu Dec 16 06:06:38 +0000 2021,https://twitter.com/AICTE_INDIA/status/1471361103762374658,"#AICTEdge

Webinar on #AICTE Quality Initiatives

A talk on ""#Living a more vibrant &amp; productive #life""

Keynote Speakers: Prof.@DrMPPoonia, Vice Chairman, #AICTE &amp; Mr.Karthik Poovanam, #Leadership coach

#LIVE on 16th Dec,2021 from 3pm onwards at https://t.co/nDDTkIuQ4j

@PIBHRD https://t.co/qwcWF3JVaE","['AICTEdge', 'AICTE', 'Living', 'life', 'AICTE', 'Leadership', 'LIVE']",0,7,2,1,en,['https://pbs.twimg.com/media/FGtRm0fVUAMn3Xp.jpg'],[],"['DrMPPoonia', 'PIBHRD']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1468876416007622656,Thu Dec 09 09:33:22 +0000 2021,https://twitter.com/AICTE_INDIA/status/1468876416007622656,"#AICTEdge

#Webinar on #AICTE Quality Initiatives

Talk on ""#Anandam - A way of Life""

Keynote Speakers: Prof.@DrMPPoonia, Vice Chairman, #AICTE
&amp;
Smt. Shuchi Sharma, Secretary, #Higher &amp; #Technical Education, @RajGovOfficial

#LIVE on Dec 9, 2021 @ 3 pm
👉https://t.co/nDDTkIuQ4j https://t.co/UL2PcegyF4","['AICTEdge', 'Webinar', 'AICTE', 'Anandam', 'AICTE', 'Higher', 'Technical', 'LIVE']",0,6,1,0,en,['https://pbs.twimg.com/media/FGJ8VWHVIAQI_Cz.jpg'],[],"['DrMPPoonia', 'RajGovOfficial']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1443622526882488342,Thu Sep 30 17:03:26 +0000 2021,https://twitter.com/AICTE_INDIA/status/1443622526882488342,"#AICTEdge

Webinar on #AICTE- Quality Initiatives

Keynote Speaker: Prof.@DrMPPoonia, Vice Chairman, #AICTE

LIVE on 1st Oct., 2021 from 2:30pm onwards at https://t.co/nDDTkIuQ4j

@PIBHRD @PIB_India https://t.co/xWUZFH7jfx","['AICTEdge', 'AICTE', 'AICTE']",0,11,3,0,en,['https://pbs.twimg.com/media/FAjHCRHVUAM7x02.jpg'],[],"['DrMPPoonia', 'PIBHRD', 'PIB_India']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1436202689025568774,Fri Sep 10 05:39:39 +0000 2021,https://twitter.com/AICTE_INDIA/status/1436202689025568774,"#AICTEdge

""Webinar on #AICTE Quality Initiatives""

Keynote Speakers: Prof.@DrMPPoonia, Vice Chairman, #AICTE &amp; Prof.(Dr.) Radhakrishnan @NITTTRBpl 

LIVE on 10th September, 2021 from 3pm onwards at https://t.co/nDDTkIuQ4j

@PIBHRD @PIB_India @PIBBhopal @ROBBhopal @airnews_bhopal https://t.co/YqvHYKRxQh","['AICTEdge', 'AICTE', 'AICTE']",0,9,0,1,en,['https://pbs.twimg.com/media/E-5kUKoUcAYhDll.jpg'],[],"['DrMPPoonia', 'NITTTRBpl', 'PIBHRD', 'PIB_India', 'PIBBhopal', 'airnews_bhopal']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1433671435868721153,Fri Sep 03 06:01:21 +0000 2021,https://twitter.com/AICTE_INDIA/status/1433671435868721153,"#AICTEdge

Webinar on #AICTE Quality Initiatives

Keynote Speaker: Prof.@DrMPPoonia, Vice Chairman, #AICTE

LIVE on 3rd Sep., 2021 from 12 noon onwards at https://t.co/nDDTkIuQ4j

@EduMinOfIndia @PIBHRD @PIB_India @mygovindia @nitttr_chennai @nitttrbpl @NITTTR_CHD @nitttr_kolkata https://t.co/qMOXQ5mPVv","['AICTEdge', 'AICTE', 'AICTE']",0,10,1,2,en,['https://pbs.twimg.com/media/E-Vo_0HUcAQpUKV.jpg'],[],"['DrMPPoonia', 'EduMinOfIndia', 'PIBHRD', 'PIB_India', 'mygovindia', 'nitttr_chennai', 'nitttrbpl', 'NITTTR_CHD', 'nitttr_kolkata']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1430847367746449412,Thu Aug 26 10:59:30 +0000 2021,https://twitter.com/AICTE_INDIA/status/1430847367746449412,"#AICTEdge

'Webinar on #AICTE Quality Initiatives'

Keynote Speaker: Prof.@DrMPPoonia, Vice Chairman, #AICTE 

LIVE on 27th August, 2021 from 2pm onwards at https://t.co/nDDTkIuQ4j

@PIBHRD @EduMinOfIndia https://t.co/LOqL7mL8U3","['AICTEdge', 'AICTE', 'AICTE']",0,30,3,4,en,['https://pbs.twimg.com/media/E9tjHrHVIAQA2a5.jpg'],[],"['drmppoonia', 'PIBHRD', 'EduMinOfIndia']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1405498907388350470,Thu Jun 17 12:13:47 +0000 2021,https://twitter.com/AICTE_INDIA/status/1405498907388350470,"#AICTEdge

Webinar on '#AICTE Quality Initiatives'

Watch #LIVE on 18th June, 2021 from 3pm onwards at https://t.co/nDDTkIuQ4j

#NEP2020 #NEP #AICTEQualityInitiatives

@EduMinOfIndia @DrRPNishank @SanjayDhotreMP @adsahasrabudhe @drmppoonia @ms_aicte @buddhabjp @PIBHRD @KLETechbvb https://t.co/bGa6P9eQWU","['AICTEdge', 'AICTE', 'LIVE', 'NEP2020', 'NEP', 'AICTEQualityInitiatives']",0,21,4,2,en,['https://pbs.twimg.com/media/E4FREg5VcAMzmtH.jpg'],[],"['EduMinOfIndia', 'DrRPNishank', 'SanjayDhotreMP', 'adsahasrabudhe', 'drmppoonia', 'ms_aicte', 'buddhabjp', 'PIBHRD', 'KLETechbvb']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1404734704474071043,Tue Jun 15 09:37:06 +0000 2021,https://twitter.com/PIET_Jaipur/status/1404734704474071043,"We are glad to share that @piet_jaipur has become the only institute to receive grant of 55,00,000 as an honour for thr establishment of High-tech Idea Lab under the AICTE Quality Inprovment scheme.

#aicte #idealab #naac #rtu #technology #hightech #onlyinstitute #rajasthan https://t.co/3Zg7oeczmC","['aicte', 'idealab', 'naac', 'rtu', 'technology', 'hightech', 'onlyinstitute', 'rajasthan']",0,1,0,0,en,['https://pbs.twimg.com/media/E36ew57VEAMJqZ4.jpg'],[],['PIET_Jaipur'],894075069781000193,A Progressive educational Institution offering Excellence. #PIETJaipur #PIET,PIET_Jaipur,361
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1356556126511267841,Tue Feb 02 10:52:38 +0000 2021,https://twitter.com/Kiet_edu/status/1356556126511267841,Department of Computer Applications has inaugurated the third phase of the Short-Term Training Program on “Blockchain: An Emerging Technology” from 01 Feb to 06-Feb-2021. This Short-Term Training Program is sponsored by AICTE under the AICTE Quality Improvement Schemes (AQIS). https://t.co/XCu2f4kD9r,[],0,7,2,0,en,"['https://pbs.twimg.com/media/EtN0lUNU4AEsuzv.jpg', 'https://pbs.twimg.com/media/EtN0lUNUcAAc2WM.jpg', 'https://pbs.twimg.com/media/EtN0lUUVEAE3wEB.jpg', 'https://pbs.twimg.com/media/EtN0lUVVcAE46AC.jpg']",[],[],956543935614156805,"KIET Group of Institutions is a pioneer institute of Engineering, Management and Pharmaceutical education accredited by NBA and NAAC with Grade 'A+'.",Kiet_edu,1488
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1340950271959003136,Mon Dec 21 09:20:33 +0000 2020,https://twitter.com/AICTE_INDIA/status/1340950271959003136,"#AICTEdge

Last date of applying for #AICTE - Quality Improvement Scheme (#AQIS) 2021-22 Financial Support for Faculty has been revised to 31st Dec, 2020.

For details, please refer: https://t.co/GgrmToHw41 https://t.co/6psvZilzcq","['AICTEdge', 'AICTE', 'AQIS']",0,24,3,0,en,"['https://pbs.twimg.com/media/EpwC6U3VgAE9iOI.jpg', 'https://pbs.twimg.com/media/EpwC7hhUcAATKfL.jpg']",[],[],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1332892647753613313,Sun Nov 29 03:42:25 +0000 2020,https://twitter.com/MathsProf_india/status/1332892647753613313,"AICTE QUALITY IMPROVEMENT SCHEME 2021 - 22

MORE DETAILS:
https://t.co/HZrNAErooJ

@AICTE_INDIA @CSIR_IND @EduMinOfIndia @diff_eq https://t.co/6KzLLLyzbO",[],0,0,0,0,en,['https://pbs.twimg.com/media/En9ivXLVcAAJScq.jpg'],[],"['AICTE_INDIA', 'CSIR_IND', 'EduMinOfIndia', 'diff_eq']",1323962334390353920,we are the mathematics professors,MathsProf_india,197
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1327283387481133056,Fri Nov 13 16:13:13 +0000 2020,https://twitter.com/MonitorKashmir/status/1327283387481133056,"[#SKIMS] * NOTICE : AICTE Quality Improvement Scheme (AQIS) 2021-22 Financial Support
https://t.co/N2NNSPmAyn",['SKIMS'],0,0,0,0,en,[],[],[],620994478,"All you need about Kashmir - The Paradise. Jobs, Results, Admission Notifications from KU, IUST, BGSBU, JU, JKSSB, JKPSC -- DECOMMISSIONED",MonitorKashmir,734
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1327242604983898112,Fri Nov 13 13:31:10 +0000 2020,https://twitter.com/JkLatestUpdates/status/1327242604983898112,"[All India Council For Technical Education]

&gt;&gt; AICTE Quality Improvement Scheme (AQIS) 2021-22 Financial Support. #JkLatestUpdates

@diprjk @AsgarSamoon @ManhasArun @JKSamagra @DirectorSkims @RukhsanaNajeeb @dar_owais @suhail_naik @DAKashmir #Scholarship #Scholarships @DrKaloo https://t.co/TmF2FblEX5","['JkLatestUpdates', 'Scholarship', 'Scholarships']",0,0,0,0,en,['https://pbs.twimg.com/media/EmtQEM2UwAIihrD.jpg'],[],"['diprjk', 'AsgarSamoon', 'ManhasArun', 'JKSamagra', 'DirectorSkims', 'RukhsanaNajeeb', 'dar_owais', 'suhail_naik', 'DAKashmir', 'DrKaloo']",1096414481960194048,"╚►We Provides u Updates Regarding your Exams,Results, Syllabus, DateSheets, Job Notifications, Selection Lists, Quick News Etc",JkLatestUpdates,3577
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1327125385566412801,Fri Nov 13 05:45:23 +0000 2020,https://twitter.com/AICTE_INDIA/status/1327125385566412801,"#AICTEdge

#AICTE Quality Improvement Scheme (#AQIS) 2021-22

Submission of applications to start w.e.f. 14 Nov 2020.

For details👉 https://t.co/cs6j21yGcM

Updated document for #AICTE #Quality Improvement Scheme (#AQIS) 2021-22 #Financial Support👇

👉👉https://t.co/Wf2K1KtSGb https://t.co/TbkW1rj0T1","['AICTEdge', 'AICTE', 'AQIS', 'AICTE', 'Quality', 'AQIS', 'Financial']",0,15,6,1,en,"['https://pbs.twimg.com/media/EmrdCIsUwAUyDyL.jpg', 'https://pbs.twimg.com/media/EmrdYVLVkAIoei0.jpg']",[],[],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167980
AICTE-QUALITY IMPROVEMENT (FOREIGN UNIVERSITY) PROGRAMME,AICTE-QUALITY,1326808115367579648,Thu Nov 12 08:44:40 +0000 2020,https://twitter.com/AICTE_INDIA/status/1326808115367579648,"#AICTEdge

#AICTE Quality Improvement Scheme (#AQIS) 2021-22

Submission of applications would start w.e.f. 14th Nov 2020.

Keep checking #AICTE's website https://t.co/cs6j21yGcM for details. https://t.co/DIbo24hejg","['AICTEdge', 'AICTE', 'AQIS', 'AICTE']",0,35,7,2,en,"['https://pbs.twimg.com/media/Emm6TZkXcAQo9ob.jpg', 'https://pbs.twimg.com/media/Emm6UevXEAUh5T2.jpg']",[],[],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167980
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782509677135446152,Mon Apr 22 20:39:59 +0000 2024,https://twitter.com/ThePPRShow/status/1782509677135446152,RT @oregon__updates: 4⭐️DB Adonyss Curry is in Eugene👀🦆 https://t.co/ZmRKUaiN9i,[],0,0,13,0,en,['https://pbs.twimg.com/media/GLyvdGfW4AABmGY.jpg'],[],['oregon__updates'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782509587507364087,Mon Apr 22 20:39:37 +0000 2024,https://twitter.com/ThePPRShow/status/1782509587507364087,"RT @TheCFBNation: Oregon State RB Isaiah Newell Has Announced He Will Enter The Transfer Portal

Newell Has 44 Att, 180 Yds, &amp; 2 TDs For Th…",[],0,0,1,0,en,[],[],['TheCFBNation'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782509377431453934,Mon Apr 22 20:38:47 +0000 2024,https://twitter.com/ThePPRShow/status/1782509377431453934,"RT @Hayesfawcett3: BREAKING: Former Arizona DL Bill Norton has Committed to Texas, he tells @on3sports

The 6’6 325 DL totaled 43 Tackles a…",[],0,0,186,0,en,[],[],"['Hayesfawcett3', 'On3sports']",1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782499159398072786,Mon Apr 22 19:58:11 +0000 2024,https://twitter.com/ThePPRShow/status/1782499159398072786,"OooooO

Things just got interesting in Mississippi!",[],196,1,0,1,en,[],[],[],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782498982209699972,Mon Apr 22 19:57:29 +0000 2024,https://twitter.com/ThePPRShow/status/1782498982209699972,RT @JMoeller05: A few of you nailed it. Jacob Cowing is the prospect. https://t.co/NmuFPvx0vD,[],0,0,2,0,en,['https://pbs.twimg.com/media/GLygrcVaAAAZUaY.jpg'],[],['JMoeller05'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782492006968852885,Mon Apr 22 19:29:46 +0000 2024,https://twitter.com/ThePPRShow/status/1782492006968852885,"RT @FFLeagueWinners: With only two position groups left to release, we're crossing the safeties off our list! You can view the safety prosp…",[],0,0,13,0,en,[],[],['FFLeagueWinners'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782483688162500882,Mon Apr 22 18:56:42 +0000 2024,https://twitter.com/ThePPRShow/status/1782483688162500882,"RT @TheFFUniverse: Ricky Pearsall might be the sleeper pick you need in your rookie drafts next week, but will he be a sleeper for long? ht…",[],0,0,3,0,en,[],[],['TheFFUniverse'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782483568037593187,Mon Apr 22 18:56:14 +0000 2024,https://twitter.com/ThePPRShow/status/1782483568037593187,"AMA: The Patriots pass on a QB at 3 &amp; select WR Marvin Harrison Jr.

They push their luck to grab either Nix or Penix in the 2nd, or take Rattler in the 3rd…

Time will tell, just a thought.",[],514,4,0,3,en,[],[],[],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782467233207460269,Mon Apr 22 17:51:19 +0000 2024,https://twitter.com/ThePPRShow/status/1782467233207460269,"RT @TheCFBNation: Michigan State WR Antonio Gates Jr Has Announced He Will Enter The Transfer Portal 

Gates Jr (Fr) Had 5 Rec, 82 Yds, &amp; T…",[],0,0,2,0,en,[],[],['TheCFBNation'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782454971621048532,Mon Apr 22 17:02:36 +0000 2024,https://twitter.com/ThePPRShow/status/1782454971621048532,RT @TreezyHTX: Saints drafting a HOF Tackle this week⚜️⚜️ #WhoDat,['WhoDat'],0,0,1,0,en,[],[],['TreezyHTX'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782439979681251363,Mon Apr 22 16:03:01 +0000 2024,https://twitter.com/ThePPRShow/status/1782439979681251363,FFU  Roster Audits Part 1 https://t.co/oG8no7BUa8,[],213,1,1,0,fr,[],[],[],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782432159393010044,Mon Apr 22 15:31:57 +0000 2024,https://twitter.com/ThePPRShow/status/1782432159393010044,"RT @Spydes78: No email from @ScottFish24 yet? Interested in some positivity, fellowship, &amp; help in finding that invite? Then why not join t…",[],0,0,31,0,en,[],[],"['Spydes78', 'ScottFish24']",1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782430793467584846,Mon Apr 22 15:26:31 +0000 2024,https://twitter.com/ThePPRShow/status/1782430793467584846,"RT @DrainBamager: Julia Hart cries after her loss to Willow but Brody King comes in to console her telling that it's time to “rebuild”.

OH…",[],0,0,417,0,en,[],[],['DrainBamager'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782429919890563364,Mon Apr 22 15:23:03 +0000 2024,https://twitter.com/ThePPRShow/status/1782429919890563364,"Movie of the year!

CANNOT WAIT!",[],572,6,0,2,en,[],[],[],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782428594817650852,Mon Apr 22 15:17:47 +0000 2024,https://twitter.com/ThePPRShow/status/1782428594817650852,"RT @DrainBamager: Swerve Strickland shouts out his friend Kofi Kingston and his WM world title win from 5 years ago, and how it inspired hi…",[],0,0,1057,0,en,[],[],['DrainBamager'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782428064955429325,Mon Apr 22 15:15:41 +0000 2024,https://twitter.com/ThePPRShow/status/1782428064955429325,"RT @Hayesfawcett3: BREAKING: Class of 2027 DL Zane Rowe has Committed to Oklahoma, he tells me for @on3recruits

The 6’4 230 DL from Denton…",[],0,0,275,0,en,[],[],"['Hayesfawcett3', 'On3Recruits']",1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782426140629696682,Mon Apr 22 15:08:02 +0000 2024,https://twitter.com/ThePPRShow/status/1782426140629696682,"RT @Hayesfawcett3: BREAKING: Four-Star DL Nate Marshall has Committed to Michigan, he tells me for @on3recruits

The 6’4 250 DL from Chicag…",[],0,0,268,0,en,[],[],"['Hayesfawcett3', 'On3Recruits']",1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782425875201548751,Mon Apr 22 15:06:59 +0000 2024,https://twitter.com/ThePPRShow/status/1782425875201548751,"RT @TheFFUniverse: Join us today at NOON ET for our first edition of FFU Investigates.

We will be starting our Roster Audit Series and wil…",[],0,0,2,0,en,[],[],['TheFFUniverse'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
